,F1-1,F1-2,F1-3,F1-4,F1-5,F1-6,F1-7,F1-8,F1-9,F1-10,F1-11,F1-12,F1-13,F2-1,F2-2,F2-3,F2-4,F2-5,F2-6,F2-7,F2-8,F2-9,F2-10,F2-11,F2-12,F2-13,F2-14,F2-15,F3-1,F3-2,F3-3,F3-4,F3-5,F3-6,F3-7,F3-8,F3-9,F3-10,F3-11,F3-12,F3-13,F3-14,F3-15,F5-1,F5-2,F5-3,F5-4,F5-5,F5-6,F5-7,F5-8,F5-9,F5-10,F5-11,F5-12,F5-13,F5-14,F5-15,F6-1,F6-2,F6-3,F6-4,F6-5,F6-6,F6-7,F6-8,F6-9,F6-10,F6-11,F6-12,F6-13,F6-14,F6-15,D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D1-8,D1-9,D1-10,D1-11,D1-12,D1-13,D1-14,D1-15,D1-16,D1-17,D1-18,D1-19,D1-20,D1-21,D1-22,D1-23,D1-24,D1-25,D1-26,D1-27,D1-28,D1-29,D1-30,D1-31,D1-32,D1-33,D1-34,D1-35,D1-36,D1-37,D1-38,D1-39,D1-40,D1-41,D1-42,D1-43,D1-44,D1-45,D1-46,D1-47,D1-48,D1-49,D1-50,D1-51,D1-52,D1-53,D1-54,D1-55,D1-56,D1-57,D1-58,D1-59,D1-60,D1-61,D1-62,D1-63,D1-64,D1-65,D1-66,D1-68,D1-70,D1-71,D1-72,D1-73,D1-74,D1-75,D1-76,D1-77,D1-78,D1-79,D1-80,AD6-26,AD6-27,AD6-28,AD6-29,AD6-30,AD6-31,AD6-32,AD6-33,AD6-34,AD6-35,AD6-36,AD6-37,AD6-38,AD6-39,AD6-40,AD6-41
D1-26,98.12109612,97.83656921,98.49996091,97.9141965,98.24582304,97.90614327,98.19792126,97.9311335,97.9351308,97.87481349,98.67031635,98.42187947,98.79167526,98.59071459,98.75499796,98.0893998,98.17575737,97.60013697,97.85162923,97.79587292,98.04793808,98.90600053,97.83574037,97.80295471,98.93897989,99.39018862,99.54795394,99.62164376,89.68126956,89.22901809,86.19481968,86.15883678,88.05609947,90.22967312,88.76746367,88.59709486,89.97381199,88.45154058,86.05987015,88.32339542,84.7881588,85.66573669,85.77573078,78.5946954,79.04943667,77.68017018,78.20604811,76.18194731,79.13910092,80.43738639,80.47646591,81.56336379,80.40959217,78.58003363,79.91014229,77.47564298,78.26284761,80.78650095,78.41492812,78.81476412,78.69698023,78.7160002,78.82499014,77.90153858,76.94678725,76.59944151,77.61002252,76.94696449,77.40227019,77.46086084,76.98895916,75.99536666,80.83847766,99.72212824,99.89034226,99.73135847,99.78175259,99.51410747,99.62178748,98.94689846,99.3912729,99.85546097,99.8893936,99.86909061,99.89557041,99.57462517,99.85022271,98.82113856,99.37870116,99.32716843,99.46343607,99.2647094,99.73401748,99.37247989,98.60863324,99.07537259,99.63758262,99.9633422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-27,98.14456129,97.83027918,98.50624913,97.92314508,98.2704588,97.92339694,98.21791538,97.95312015,97.95166708,97.88441408,98.7223403,98.45596697,98.81175097,98.64171122,98.70439875,98.12586705,98.19653236,97.58652526,97.8573622,97.803325,98.05822204,98.9231837,97.86109527,97.79714939,98.96962779,99.41372975,99.59937918,99.65287542,89.36805312,88.90469789,85.81715185,85.77100165,87.69961876,89.93277016,88.42873742,88.26042072,89.67971573,88.14059146,85.7088023,87.99544148,84.3897583,85.27828245,85.39967719,78.66229195,79.11606764,77.75213377,78.26986299,76.256223,79.21300997,80.49495905,80.53598717,81.6164616,80.47747784,78.65207476,79.9787989,77.52979061,78.33628174,80.84964564,78.5011416,78.88633589,78.78293656,78.78939163,78.9096485,77.97591389,77.01665547,76.6711889,77.68900367,77.02643575,77.47444334,77.53607446,77.06444858,76.06063996,80.86164681,99.67786294,99.88483162,99.73445083,99.76920531,99.51892686,99.63851335,98.97302746,99.38859602,99.86104059,99.86544702,99.89545668,99.89233947,99.55499205,99.84350251,98.82177436,99.3474816,99.31351456,99.4638045,99.26628432,99.73773402,99.38359596,98.6419346,99.08913633,99.62792267,99.95056917,99.97004323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-28,98.86683426,98.6390398,99.12824123,98.71051605,98.96077472,98.70026116,98.90619528,98.70757094,98.71916456,98.52001831,99.06903325,99.07134567,99.3304805,99.18277034,99.31885004,98.8306664,98.90844765,98.45211721,98.659037,98.61866719,98.79076742,99.42236006,98.63973465,98.45020416,99.42624055,99.68597394,99.74026316,99.74570412,89.40305918,88.99797546,85.86672887,86.13478446,87.99755099,89.74194799,88.29923261,88.35538604,89.56549924,88.08873824,85.76830154,88.21803538,84.73321047,85.50552658,85.73706131,77.1741197,77.63377725,76.28129523,76.7872633,74.80142878,77.74928343,79.02777208,79.09619092,80.2238105,79.05196748,77.17884523,78.50208177,76.04225895,76.86059576,79.41307245,77.02123342,77.41592743,77.29841717,77.31593678,77.4380502,76.49200146,75.54843635,75.19951634,76.20802918,75.54395043,75.98721226,76.04940895,75.58289654,74.59201712,79.36357282,99.93995552,99.97139429,99.94224754,99.96507353,99.83565879,99.85520183,99.46813143,99.77024856,99.94258287,99.63764614,99.89062745,99.87760335,99.87956255,99.72685634,99.36580834,99.75959279,99.71787846,99.80476909,99.6724125,99.92831923,99.76210782,99.23862828,99.56099348,99.90369615,99.79248134,99.88004495,99.86160924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-29,97.83202979,97.49094027,98.22113802,97.58907338,97.9598329,97.58435167,97.89131842,97.63661909,97.62997561,97.58190916,98.56083834,98.16095117,98.53356088,98.33461694,98.48212335,97.81615045,97.87380617,97.24826656,97.53793222,97.48299324,97.74505875,98.67614106,97.52566608,97.50866043,98.73638712,99.24629121,99.44030531,99.52366325,89.44718703,88.98225115,85.92712626,85.81175306,87.72864162,90.07382924,88.59474278,88.34297465,89.79859414,88.23070515,85.78916567,88.03381512,84.43617244,85.35007005,85.43207579,79.07014101,79.52526719,78.13869325,78.68110669,76.65551237,79.60297448,80.89401256,80.93382868,81.99690073,80.86287216,79.03318393,80.37368858,77.93872576,78.73520434,81.23316868,78.88008896,79.27347998,79.16697699,79.17017166,79.28796558,78.3730672,77.413095,77.06545146,78.08030392,77.41485759,77.86232698,77.93095619,77.46324603,76.47019522,81.30894855,99.59143998,99.81640738,99.60702732,99.67893033,99.33455847,99.47512312,98.71637145,99.19219774,99.7644968,99.91484573,99.81182358,99.83612581,99.4179277,99.82000113,98.5475015,99.19381547,99.11243729,99.28171155,99.04577504,99.60753602,99.18672486,98.33416008,98.84525885,99.4912269,99.98729382,99.96629069,99.96245546,99.79073695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-30,99.1306648,98.93206773,99.35698821,98.99700582,99.21245154,98.991281,99.17758588,98.99006424,98.99935879,98.75510129,99.20722906,99.3111227,99.54555675,99.42683198,99.48546422,99.1025173,99.17838339,98.75556055,98.94053485,98.90353538,99.06838742,99.61508241,98.93796964,98.69621046,99.6040019,99.787429,99.8104283,99.79325063,89.22439713,88.8316839,85.65559676,86.03046818,87.90401521,89.50892885,88.04012625,88.1859788,89.34253522,87.89956818,85.5913053,88.10575491,84.62347887,85.35149859,85.64759367,76.61964871,77.07788063,75.74281393,76.21205089,74.24142656,77.203163,78.4813911,78.54656354,79.70611116,78.51242234,76.64512396,77.94788558,75.47732491,76.30651066,78.888996,76.49054786,76.8801748,76.75697541,76.78753562,76.90224611,75.94808171,74.98846496,74.6519766,75.66201395,74.99845189,75.4480269,75.50845762,75.03197333,74.0261641,78.73151253,99.9423591,99.94065718,99.96692466,99.95875587,99.93445869,99.93514436,99.6534266,99.88126208,99.93719592,99.49247079,99.85597646,99.83294675,99.92691688,99.6569414,99.57522431,99.8458252,99.83992572,99.90252046,99.81670882,99.97054203,99.8711314,99.46243679,99.73580392,99.94949525,99.64918046,99.77697916,99.78029259,99.96097052,99.64743842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-31,99.06142107,98.86268708,99.21224532,98.87730596,99.11639788,98.91013857,99.09446517,99.03938947,99.00909882,99.19394422,99.18780749,99.27348691,99.28592636,99.25423204,99.03965272,99.09190022,98.87923544,98.66383176,98.88326112,98.87768139,99.04422546,99.00725468,98.9054572,99.19751,99.44340988,99.46016089,99.39354585,99.41087038,87.06904673,86.72169363,83.22773445,84.0935671,85.98588658,87.92996736,86.49464465,86.40134804,87.33800018,86.03804981,83.6725793,86.0344815,82.6590273,83.22460416,83.70840388,74.23115072,74.55187737,73.53526943,73.84695248,72.46178564,74.62365415,75.6039957,75.67273736,76.70434388,75.56302788,74.11550723,75.23131603,73.23899662,73.91264661,75.97941163,74.106625,74.3788712,74.26643424,74.31719768,74.4857692,73.70179231,72.97630058,72.65466964,73.43375527,72.95702442,73.19649551,73.36617269,72.95714484,72.18435611,75.60597698,98.82187492,98.78725655,99.00008885,98.92740664,99.00577239,99.18757496,99.12936858,98.80660752,99.02119014,98.49404124,99.00861418,98.99684055,99.01553943,98.98662189,98.82439761,98.82961721,98.8192315,98.87709252,98.99257557,98.98527075,98.99547804,98.88778501,99.00451099,98.63106495,98.07908887,98.38840843,98.41329537,98.72906305,98.25199362,98.83793024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-32,99.5102545,99.35584143,99.57285207,99.39291579,99.54590053,99.39930731,99.50829089,99.4944665,99.47169359,99.40049532,99.37039446,99.61608729,99.58688234,99.5798352,99.42355114,99.52749079,99.38325724,99.21743423,99.39036843,99.3788988,99.48411992,99.3843133,99.40362464,99.40191003,99.67148307,99.57005356,99.42709482,99.37552102,87.13363637,86.8209226,83.34087224,84.39881372,86.19844225,87.65202932,86.24144956,86.42015486,87.24497443,85.95992868,83.69067083,86.25677638,82.91930493,83.44512757,83.96790498,73.48372498,73.83137411,72.78260492,73.08986614,71.64377558,73.95709329,74.97158021,75.07186306,76.17708186,75.01466203,73.42206304,74.56064674,72.44030325,73.18114768,75.40215646,73.3913559,73.68556189,73.57255765,73.61756309,73.77692241,72.94227476,72.17760338,71.85849408,72.6855248,72.15602917,72.43106482,72.58381689,72.1640258,71.33626052,74.93902503,99.03890764,98.89910506,99.17900249,99.09272075,99.2746529,99.34586774,99.49240596,99.17173168,99.06861002,98.28515484,98.98820325,98.95577154,99.24885927,98.81794614,99.25576484,99.18020574,99.17960688,99.19374418,99.31542863,99.158518,99.32160309,99.3536803,99.37183194,98.93041518,98.05768176,98.36553023,98.40029576,98.87445384,98.18415373,99.02716344,99.83013444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-33,99.82388028,99.72423633,99.816381,99.75507768,99.8228403,99.75461484,99.82104659,99.79854851,99.79098897,99.50914361,99.38138438,99.83701086,99.83692839,99.80933127,99.72546139,99.83025218,99.76971425,99.62939402,99.73931814,99.73539703,99.79521262,99.71061641,99.77101308,99.51579808,99.83072836,99.63101684,99.42307444,99.32962,87.721324,87.4401079,84.02327524,85.19152711,86.95633112,87.9254419,86.50664456,86.93945233,87.6706677,86.44049634,84.28857411,86.99667445,83.74865128,84.19400249,84.79712796,72.61952186,72.99988561,71.88135995,72.20160137,70.6153734,73.1397912,74.23638194,74.33993824,75.51738008,74.31683456,72.60456327,73.78460484,71.53161579,72.32565052,74.6925284,72.54174898,72.860952,72.72816023,72.79381496,72.94391196,72.04233858,71.22578083,70.89221898,71.77149997,71.20733455,71.54560525,71.65534685,71.21424822,70.34071697,74.20561755,99.22636105,98.97581561,99.31236644,99.20631176,99.51036045,99.46801978,99.7800576,99.48445253,99.10592238,98.10886862,98.95215285,98.87379387,99.44538808,98.66278129,99.67095025,99.47695443,99.52170717,99.47790999,99.62404327,99.29375979,99.5793908,99.73263868,99.69775625,99.20367342,98.05479291,98.37296632,98.40074871,98.98357595,98.13199939,99.20149703,99.51681337,99.79362283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-34,99.76349696,99.6817676,99.75432125,99.69486874,99.77425651,99.69675248,99.74971511,99.7559976,99.74841412,99.54831696,99.30729275,99.77727429,99.72811323,99.7192528,99.60838614,99.75827082,99.68184054,99.58300105,99.70580455,99.69803854,99.73906987,99.54227989,99.70881486,99.56421933,99.72755666,99.4975309,99.28255131,99.19533802,86.92261512,86.62259925,83.13629707,84.371198,86.14843263,87.22132811,85.80754633,86.18175063,86.91114893,85.65144047,83.45671322,86.16019119,82.88834899,83.33410253,83.93609965,72.26215495,72.61946346,71.55609351,71.86591343,70.37458523,72.76759745,73.8059911,73.91380015,75.08286464,73.86946844,72.22926198,73.38405344,71.20975085,71.97259859,74.26714402,72.18234555,72.48547837,72.361133,72.42207866,72.58140172,71.70444625,70.93914544,70.60742449,71.45542376,70.9136605,71.22845387,71.34492727,70.91750934,70.07473535,73.76663729,99.00587168,98.74047793,99.12112792,98.9961219,99.30688872,99.26950511,99.61860758,99.27263336,98.89919374,97.87909717,98.7506576,98.69842523,99.25234479,98.4810319,99.46669731,99.26649355,99.29327804,99.25497919,99.41791378,99.08006077,99.39602859,99.57818275,99.50893372,98.964495,97.76764901,98.11286995,98.12908019,98.76112114,97.85895906,98.97305188,99.58716889,99.86147637,99.87808516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-35,99.1711912,98.95558848,99.34603855,99.00124302,99.23492265,99.01557599,99.23104129,99.11254587,99.09061926,99.11747293,99.21473439,99.35832316,99.45467709,99.38138778,99.16681646,99.21061738,99.04055569,98.76402645,98.98171503,98.9398036,99.14417719,99.20708777,99.01052499,99.2149994,99.5700347,99.66075587,99.60703558,99.62414362,87.49702391,87.15276981,83.71829013,84.55235211,86.38515012,88.26530059,86.81666647,86.75332174,87.76187139,86.39594726,84.05859562,86.47153363,83.0612577,83.72091321,84.11490301,75.1947594,75.52669381,74.45754764,74.75899614,73.29933318,75.62998234,76.65596702,76.73847099,77.80211874,76.62467092,75.11137205,76.233148,74.12561065,74.87098318,77.06626944,75.09458794,75.41036619,75.26572468,75.33266062,75.46764876,74.65110941,73.86508071,73.53777657,74.37023971,73.84411508,74.1919956,74.26604716,73.83812371,72.99560265,76.62122325,99.10249166,99.09570381,99.27833798,99.20159336,99.28512326,99.45697438,99.39018635,99.12485109,99.28249295,98.8570841,99.29215139,99.28686567,99.2695957,99.29361592,99.18704533,99.15735796,99.18770564,99.23159958,99.3177245,99.25717045,99.28569539,99.16300134,99.28228906,98.94424834,98.45205882,98.73495323,98.75966097,99.02307874,98.60308068,99.12287882,99.73119957,99.68532212,99.4988945,99.49012144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-36,98.64162484,98.36211838,98.91043899,98.41603017,98.72694561,98.44457425,98.73295439,98.56518709,98.52280621,98.71649729,98.94207164,98.9312663,99.08614421,98.99782749,98.73632319,98.68905261,98.48733455,98.12532391,98.3807657,98.35485702,98.61347172,98.81518366,98.42299303,98.79962336,99.26597066,99.49950172,99.55116445,99.62222814,87.52787499,87.13887521,83.72707124,84.31960484,86.20793728,88.55758904,87.0696416,86.76448172,87.92571947,86.53661996,84.09277218,86.33298204,82.85260186,83.58874511,83.90162785,76.41116531,76.72471986,75.66514141,75.97480003,74.53103756,76.79880026,77.80886354,77.86655627,78.87665729,77.72702988,76.30041398,77.40420437,75.36583526,76.06882002,78.18473251,76.2930231,76.59661166,76.45674293,76.52466091,76.65694205,75.86433159,75.09178734,74.76577463,75.58326185,75.08004018,75.41137938,75.49374837,75.0716562,74.24880724,77.80984432,98.91755912,99.04286242,99.12693342,99.0737832,99.04206637,99.3176336,99.01442121,98.81039086,99.25857388,99.10181011,99.34359541,99.34819434,99.04439512,99.45966868,98.75411489,98.83302619,98.86439643,98.95308092,99.01390572,99.11872123,98.98462113,98.68512981,98.91721974,98.70653456,98.57730524,98.8306187,98.86615121,98.93610586,98.75667771,98.98535176,99.66855176,99.42605198,99.11834823,99.0942908,99.88872458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-37,99.37763155,99.1633835,99.507324,99.21207553,99.42321033,99.22934965,99.41702251,99.3287942,99.30220117,99.22779635,99.34171314,99.53024029,99.61925026,99.5556541,99.3530071,99.41666785,99.27322061,98.99651174,99.20402423,99.17232022,99.35022278,99.42920941,99.24369053,99.31935096,99.72027548,99.75178896,99.68267111,99.67990218,87.5990907,87.25751995,83.81940341,84.70086358,86.52810318,88.24605322,86.78216952,86.82462048,87.81337153,86.45736261,84.13093223,86.62154911,83.20995307,83.82839953,84.27316542,75.18000694,75.52645275,74.43643574,74.74568508,73.24963074,75.63395428,76.67459526,76.75782038,77.84405816,76.67000052,75.11066672,76.24756742,74.10243737,74.86461672,77.09643085,75.08683445,75.40162976,75.25872125,75.32890882,75.46805929,74.63368182,73.83175983,73.50153505,74.34863765,73.81474941,74.15727134,74.24751192,73.8127436,72.95394095,76.62418567,99.25365382,99.21328562,99.4140154,99.33273304,99.44952055,99.58052756,99.56306662,99.31721626,99.37981706,98.85323175,99.3592765,99.33364467,99.42485936,99.29725911,99.38977678,99.34685682,99.37415008,99.40933189,99.48907259,99.40156938,99.46783349,99.36320876,99.4735766,99.12925719,98.52854084,98.80708432,98.8451682,99.14513155,98.66351402,99.27008163,99.73947925,99.75357919,99.65317595,99.61185687,99.96534685,99.82334165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-38,99.59937731,99.48311979,99.62081837,99.50344359,99.6066933,99.52990677,99.60883006,99.63967253,99.59319226,99.48252504,99.15663803,99.67188675,99.60198045,99.60482985,99.38747735,99.64264185,99.46594479,99.3829425,99.52718143,99.52913012,99.62491939,99.37129477,99.55244443,99.6115588,99.66345051,99.45735951,99.24026026,99.19025174,86.69745178,86.41038236,82.87016588,84.12885602,85.92313926,87.20575627,85.79094829,86.04002046,86.79185986,85.52494201,83.28338998,85.92150965,82.63384953,83.07700683,83.70201284,72.81338897,73.15774591,72.1104259,72.38562367,70.98907297,73.26481447,74.26555206,74.36903539,75.50564211,74.28454394,72.73355515,73.85472257,71.75850703,72.51280121,74.72163579,72.73317052,73.02729446,72.87872647,72.96377457,73.11818821,72.29245167,71.52205451,71.19887988,72.01128828,71.50420064,71.80762174,71.93725031,71.50426239,70.67417955,74.12226129,98.79863544,98.59146937,98.95047542,98.83390081,99.10908129,99.1570225,99.4489478,99.02355308,98.7893373,97.88686527,98.68303343,98.64268304,99.08270957,98.51208462,99.29481482,99.08042783,99.081677,99.0717114,99.22883591,98.93777879,99.20655818,99.35783143,99.32253143,98.69479009,97.58231554,97.9530336,97.9773303,98.55009942,97.72446318,98.76510734,99.68587504,99.8076177,99.75153071,99.81365189,99.71084493,99.39613928,99.79327592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-39,99.45235821,99.28007494,99.57116479,99.3034129,99.49456527,99.32797049,99.48263241,99.43276856,99.41517895,99.41542629,99.29160345,99.6020685,99.61329036,99.56689198,99.41372445,99.4781696,99.31821892,99.12473498,99.33038926,99.2994245,99.45294663,99.4003162,99.33360159,99.51216894,99.71985741,99.67004166,99.54197718,99.54759084,87.4530511,87.12889951,83.6662955,84.64823867,86.48246508,88.11567379,86.69951235,86.76306091,87.63898263,86.32922661,84.0289981,86.51816764,83.1813936,83.71934492,84.23087712,74.12611016,74.47404204,73.38988015,73.70668842,72.23790776,74.56861557,75.60535204,75.69346825,76.80013868,75.58673781,74.04228932,75.18766699,73.07325422,73.80867039,76.03121735,74.0174033,74.32550073,74.17716528,74.25816294,74.40393047,73.58102515,72.79695628,72.46950169,73.29252411,72.77956608,73.09574548,73.21472876,72.77957461,71.9469356,75.56003447,99.1379966,99.02929501,99.2801129,99.18990738,99.3313142,99.4325059,99.48836696,99.2021675,99.20897636,98.58539551,99.15447859,99.14460594,99.33993804,99.08926521,99.3039994,99.25885751,99.24446715,99.27164865,99.37101497,99.25974868,99.37125604,99.31116113,99.39410217,98.99168493,98.25026651,98.56388389,98.5685225,98.9756532,98.38770995,99.10825809,99.8340116,99.83569256,99.6960626,99.7331924,99.89456472,99.71049209,99.92599547,99.89784959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-40,98.68093095,98.40321238,98.95524364,98.45080008,98.76726115,98.48108823,98.76695859,98.60325784,98.57065034,98.7676409,99.00374397,98.97508998,99.12579636,99.03513035,98.80294582,98.72385792,98.52773003,98.16114683,98.43041822,98.3998119,98.6543156,98.87078351,98.45847404,98.84440028,99.31691103,99.5527454,99.6053766,99.67900523,87.66191107,87.26555511,83.85711755,84.4240707,86.32584478,88.69507975,87.21572038,86.90028944,88.06496287,86.66415871,84.21645908,86.45167441,82.96817748,83.69635494,84.01611336,76.34644418,76.67571865,75.58661849,75.92022429,74.44579503,76.74515675,77.76971746,77.83176181,78.85249468,77.69209818,76.23171572,77.36469665,75.30052894,76.01026235,78.14680987,76.21805603,76.52190358,76.38632611,76.4504254,76.5906903,75.79026569,75.01319148,74.68103864,75.50782549,74.999057,75.3332164,75.42445349,74.997347,74.17026578,77.79143487,99.01352387,99.13097746,99.20718256,99.15895504,99.10313454,99.36632203,99.03889221,98.87325576,99.33277453,99.18704908,99.41125579,99.42241352,99.12216149,99.52667394,98.76684212,98.90199425,98.90735945,99.00348975,99.04902137,99.19546339,99.0438151,98.70646725,98.95513525,98.79971174,98.69853471,98.93592992,98.96293986,99.0356384,98.87002838,99.06970535,99.72428805,99.47015541,99.15148486,99.14031739,99.87561679,99.97999666,99.81530388,99.39734019,99.73632646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-41,97.73694195,97.3955891,98.10732191,97.45947365,97.85732822,97.49070884,97.85329916,97.63813662,97.58105351,97.85830408,98.47330172,98.10729265,98.36312727,98.22166321,97.99082039,97.79485869,97.59057497,97.12075807,97.41472099,97.37683646,97.69748321,98.0940125,97.459535,97.95035119,98.61137486,99.05748385,99.2119105,99.33696037,87.44426637,86.99603589,83.6629594,83.98397552,85.87975992,88.73016559,87.23043877,86.64330767,88.00646941,86.52886087,84.00572235,86.07314807,82.52974355,83.3899131,83.55752915,77.66750744,77.97941875,76.89790347,77.23622861,75.79044561,78.04922386,79.04888665,79.1099942,80.08020098,78.96298758,77.54096046,78.65507275,76.62841626,77.33299519,79.40863664,77.53931924,77.84550039,77.70409005,77.77518907,77.89674835,77.11565364,76.36273807,76.02233569,76.84245101,76.3325851,76.71165946,76.74744601,76.32930717,75.51420685,79.09907921,98.51102293,98.77999641,98.73551042,98.71803985,98.52288596,98.90455623,98.32703254,98.23246697,98.99494352,99.20870561,99.1708663,99.2138853,98.55101429,99.43246698,97.99837248,98.25406559,98.26726775,98.40979999,98.40070568,98.73088583,98.41278329,97.89476921,98.24225398,98.23651789,98.58514381,98.76838706,98.8007743,98.65090791,98.78081742,98.60721219,99.28113887,98.88552418,98.38684125,98.37613299,99.53903449,99.82213279,99.39028306,98.70061948,99.20259925,99.82150367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
